Truth,Decoded
Salve quanto costa quell articolo,salve quanto costa e articolo
E in offerta costa dieci euro,pero ortracrotia due ciciuto
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,prendi lo un afeal bar
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
A che ora arriva il pullman,a e ora va il pumae
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qalceheinuto
Quanto costa il biglietto,quanto costa il biglietto
Purtroppo non lo so pero potresti chiedere all autista,puropo non lo so pero potresti chiedere al autista
Va bene grazie lo stesso,va bene lo grazie e lo stesso
Prego,prego
Perfetto vorrei comprarne due.,peretvorori comprarne due
Certo ecco a lei vuole un sacchetto,certo ecco lo vuole un sacchetto
Si grazie e arrivederci,si grazie e arivededcri
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buongiorno io so a mario
Buonasera io sono Mario,buonserio sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene tu
