Truth,Decoded
Salve quanto costa quell articolo,salve quanto costa e articolo
E in offerta costa dieci euro,pero rarotia due tra certo
Tutto bene grazie,tu bene grazie
Prendiamo un caffe al bar,prego lo un cafeal bar
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
A che ora arriva il pullman,a che arriva il due
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra salve minuto
Quanto costa il biglietto,quanto costa il biglietto
Purtroppo non lo so pero potresti chiedere all autista,puropo non lo so pero potresti chiedere al autista
Va bene grazie lo stesso,va bene lo grazie e lo stesso
Prego,prego
Perfetto vorrei comprarne due.,peretvori comprarne due
Certo ecco a lei vuole un sacchetto,certo ecco lo vuole un sacchetto
Si grazie e arrivederci,si grazie e arivededri
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buonseraio sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene tu
