Truth,Decoded
Salve quanto costa quell articolo,salve quanto costa quell articolo
E in offerta costa dieci euro,pero raroti due ciciuto
Tutto bene grazie,tu bene grazie
Prendiamo un caffe al bar,prego lo un cfeal bar
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
A che ora arriva il pullman,a che orararivail pulmuae
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qalceheinuto
Quanto costa il biglietto,quanto costa il biglietto
Purtroppo non lo so pero potresti chiedere all autista,puropo non lo so pero potresti chiedere al autista
Va bene grazie lo stesso,va bene lo grazie e lo stesso
Prego,prego
Perfetto vorrei comprarne due.,peretvorori comprarne due
Certo ecco a lei vuole un sacchetto,certo tecoa lo vuole un saceto
Si grazie e arrivederci,si grazie e arivedederci
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buonserisono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene tu
