Truth,Decoded
Salve quanto costa quell articolo,salve quanto costa e mario
E in offerta costa dieci euro,pero ortracrotia due ciciuto
Tutto bene grazie,tu bene grazie
Prendiamo un caffe al bar,prego lo un afeal bar
"Certo volentieri, io lo prendero macchiato",certo voetiri io lo prendero macchiato
A che ora arriva il pullman,a che arriva il pulae
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche cheinuto
Quanto costa il biglietto,quanto costa il biglietto
Purtroppo non lo so pero potresti chiedere all autista,puropo non lo so lo potresti chiedere al autista
Va bene grazie lo stesso,va bene lo grazie e lo stesso
Prego,prego
Perfetto vorrei comprarne due.,peretvorori comprarne due
Certo ecco a lei vuole un sacchetto,certo ecco lo vuole un sacleto
Si grazie e arrivederci,si grazie e arivededri
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buonseraiosono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene tu
