Truth,Decoded
Salve quanto costa quell articolo,salve quanto costa e mario
E in offerta costa dieci euro,pero rarotia due ciciuto
Tutto bene grazie,tu bene grazie
Prendiamo un caffe al bar,prendiamo un cafeal bar
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
A che ora arriva il pullman,a che orarariva il pulmuae
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra salve minuto
Quanto costa il biglietto,quanto costa il biglietto
Purtroppo non lo so pero potresti chiedere all autista,puropo non lo so pero potresti chiedere al autista
Va bene grazie lo stesso,va bene lo grazie si lo stesso
Prego,prego
Perfetto vorrei comprarne due.,perfetvorori comprarne un
Certo ecco a lei vuole un sacchetto,certo ecco lo vuole un sacchetto
Si grazie e arrivederci,si grazie e arrivederci
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buongiorno io so a mario
Buonasera io sono Mario,buonserigo mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene tu
