Truth,Decoded
Salve quanto costa quell articolo,salve quanto costa quell articolo
E in offerta costa dieci euro,pereofrtr costa due si certo
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,prendi lo un caffe al bar
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
A che ora arriva il pullman,a che orarva il pullman
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra salve cheinuto
Quanto costa il biglietto,quanto costa il biglietto
Purtroppo non lo so pero potresti chiedere all autista,puropo non lo so pero potresti chiedere al autista
Va bene grazie lo stesso,va bene si grazie e lo stesso
Prego,prego
Perfetto vorrei comprarne due.,perfetvoroei comprarne due
Certo ecco a lei vuole un sacchetto,certo ecco a lo vuole un sacchetto
Si grazie e arrivederci,si grazie e arivedederci
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buonasera io sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene tu
