Truth,Decoded
Salve quanto costa quell articolo,salve quanto costa e mario
E in offerta costa dieci euro,bene rtraroti due ciciuto
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,prendi lo un cfeal bar
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
A che ora arriva il pullman,a e ora va il pulmuae
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Quanto costa il biglietto,quanto lo costa il biglietto
Purtroppo non lo so pero potresti chiedere all autista,puropo non lo so pero potresti chiedere al autista
Va bene grazie lo stesso,va bene lo grazie e lo stesso
Prego,prego
Perfetto vorrei comprarne due.,peretvorori comprarne un
Certo ecco a lei vuole un sacchetto,certo ecco si vuole un saceto
Si grazie e arrivederci,si grazie e arrivederci
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buonserisono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene tu
