Truth,Decoded
Salve quanto costa quell articolo,salve quanto costa e mario
E in offerta costa dieci euro,pero rarotia due ciciuto
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,prego lo un afeal bar
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
A che ora arriva il pullman,a e ora va il pumae
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra salve minuto
Quanto costa il biglietto,quanto costa il biglietto
Purtroppo non lo so pero potresti chiedere all autista,puropo non lo so pero potresti chiedere al autista
Va bene grazie lo stesso,va bene lo grazie e lo stesso
Prego,prego
Perfetto vorrei comprarne due.,peretvoroei comprarne due
Certo ecco a lei vuole un sacchetto,certo ecco lo vuole un saceto
Si grazie e arrivederci,si grazie e arrivederci
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buonseraio sono mario
Piacere Luigi come stai,piacere luigi come stai
Tutto bene tu,tutto bene tu
