Truth,Decoded
Salve quanto costa quell articolo,all a quanto io stai quell articolo
E in offerta costa dieci euro,io offerta costa dieci euro
Tutto bene grazie,tutto bene io grazie
Prendiamo un caffe al bar,prendiamo un e al bar
"Certo volentieri, io lo prendero macchiato",bene io reirio io prenderompachato
A che ora arriva il pullman,che ora mario il pullman
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Quanto costa il biglietto,tuatcsta a biglietto
Purtroppo non lo so pero potresti chiedere all autista,prtononso io popotrstreshiedei io
Va bene grazie lo stesso,voavrbenberze lo stesso
Prego,prego
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Certo ecco a lei vuole un sacchetto,certo io a lei vuole un salve io
Si grazie e arrivederci,va bene tra rise vederci
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buronoiorni io sono mario
Buonasera io sono Mario,buona tra io sono mario
Piacere Luigi come stai,piacere come stai
Tutto bene tu,tu bene tu
