Truth,Decoded
Salve quanto costa quell articolo,vabeugrocto
E in offerta costa dieci euro,si grazie e io
Tutto bene grazie,siret si
Prendiamo un caffe al bar,prendiamo a caffe almar
"Certo volentieri, io lo prendero macchiato",sretr
A che ora arriva il pullman,a bar e e a
Dovrebbe arrivare tra qualche minuto,prego io grazie io
Quanto costa il biglietto,prati
Purtroppo non lo so pero potresti chiedere all autista,pigret a
Va bene grazie lo stesso,si a io
Prego,sigruai
Perfetto vorrei comprarne due.,prego e ora
Certo ecco a lei vuole un sacchetto,a grazie e lo
Si grazie e arrivederci,pireai
Le auguro una buona giornata,pareat io io come bar
Buongiorno io sono Mario,prego mario
Buonasera io sono Mario,prenion ora io a
Piacere Luigi come stai,piereoio io e e stai
Tutto bene tu,a graztso lo si
