Truth,Decoded
Salve quanto costa quell articolo,lalea quanto io costa e articolo
E in offerta costa dieci euro,io offerta costa dieci euro
Tutto bene grazie,tutto bene io grazie
Prendiamo un caffe al bar,prendiamo un e al bar
"Certo volentieri, io lo prendero macchiato",bene io mario loprenderomachato
A che ora arriva il pullman,a che ora mario il pullman
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Quanto costa il biglietto,tutstai biglietto
Purtroppo non lo so pero potresti chiedere all autista,prtotonronso io otrstihiehi a
Va bene grazie lo stesso,doavrbenberze lo stesso
Prego,prego
Perfetto vorrei comprarne due.,perfetto vorrei comprarnedue
Certo ecco a lei vuole un sacchetto,certo io a lei vuole un salve io
Si grazie e arrivederci,va e tra e ederci
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buronorni io sono mario
Buonasera io sono Mario,sono tra io sono mario
Piacere Luigi come stai,piacere io stai
Tutto bene tu,tutto bene tu
