Truth,Decoded
Salve quanto costa quell articolo,all quanto io stai il articolo
E in offerta costa dieci euro,in offerta costa dieci euro
Tutto bene grazie,tutto bene io grazie
Prendiamo un caffe al bar,prendiamo un mfre al bar
"Certo volentieri, io lo prendero macchiato",certo io lo reieri io lo prendero macchiato
A che ora arriva il pullman,a che ora mario il pullman
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Quanto costa il biglietto,autista il bilie so
Purtroppo non lo so pero potresti chiedere all autista,prtonon so so io io otrestichiehe io
Va bene grazie lo stesso,voavbenberize lo stesso
Prego,prego
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Certo ecco a lei vuole un sacchetto,certo io a lei vuole un salve io
Si grazie e arrivederci,va bene tra risvedeci
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buruonoiorni io sono mario
Buonasera io sono Mario,tontoa tra io sono mario
Piacere Luigi come stai,piacereiuigiome stai
Tutto bene tu,tutto bene tu
