Truth,Decoded
Salve quanto costa quell articolo,saletuaercto
E in offerta costa dieci euro,e grazie e
Tutto bene grazie,e a a
Prendiamo un caffe al bar,pvrendao a caffe al bar
"Certo volentieri, io lo prendero macchiato",pretar
A che ora arriva il pullman,e reaie e e bar
Dovrebbe arrivare tra qualche minuto,prego io e tutto
Quanto costa il biglietto,e rato
Purtroppo non lo so pero potresti chiedere all autista,prut stai
Va bene grazie lo stesso,a a e io
Prego,piretgi
Perfetto vorrei comprarne due.,prego rearelo
Certo ecco a lei vuole un sacchetto,a salve lo
Si grazie e arrivederci,pirerai
Le auguro una buona giornata,parfetqoaro io come lo
Buongiorno io sono Mario,prego io mario
Buonasera io sono Mario,prego io sono a
Piacere Luigi come stai,piacere lo come stai
Tutto bene tu,a a le io
