Truth,Decoded
Salve quanto costa quell articolo,salve quanto stai quell articolo
E in offerta costa dieci euro,e in offerta costa dieci euro
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
A che ora arriva il pullman,a che ora arriva il pullman
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Quanto costa il biglietto,quanto costa il biglie io
Purtroppo non lo so pero potresti chiedere all autista,certo non lo io porestrestiehede actato
Va bene grazie lo stesso,va benegrazie lo stesso
Prego,prego
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un sacchetto
Si grazie e arrivederci,a bene arrivederci
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buongiorno io sono mario
Buonasera io sono Mario,buonasera io sono mario
Piacere Luigi come stai,piacere come stai
Tutto bene tu,tutto bene tu
