Truth,Decoded
Salve quanto costa quell articolo,saregro io
E in offerta costa dieci euro,pigraiegi
Tutto bene grazie,pireai
Prendiamo un caffe al bar,perendaoa un caffe bar
"Certo volentieri, io lo prendero macchiato",pretatr
A che ora arriva il pullman,e e e a
Dovrebbe arrivare tra qualche minuto,prego io e lei che
Quanto costa il biglietto,prego
Purtroppo non lo so pero potresti chiedere all autista,pieretatr
Va bene grazie lo stesso,si tra lo il
Prego,pigregi
Perfetto vorrei comprarne due.,prego lei io
Certo ecco a lei vuole un sacchetto,a grazie certo
Si grazie e arrivederci,pireai
Le auguro una buona giornata,pretorto io come a
Buongiorno io sono Mario,e mario
Buonasera io sono Mario,prenin io io a
Piacere Luigi come stai,piacere io un io e stai
Tutto bene tu,si gratisi e si
