Truth,Decoded
Salve quanto costa quell articolo,a beuagro io
E in offerta costa dieci euro,si grazie e io
Tutto bene grazie,pero grazie
Prendiamo un caffe al bar,prendaoa a caffe lo bar
"Certo volentieri, io lo prendero macchiato",prego
A che ora arriva il pullman,si e e e bar
Dovrebbe arrivare tra qualche minuto,prego io grazie lo
Quanto costa il biglietto,e bar si
Purtroppo non lo so pero potresti chiedere all autista,pieret costa
Va bene grazie lo stesso,siret io io
Prego,pigregi
Perfetto vorrei comprarne due.,prego io creiar costa
Certo ecco a lei vuole un sacchetto,a grazie lo
Si grazie e arrivederci,piareai
Le auguro una buona giornata,prego ora io come lita
Buongiorno io sono Mario,prego mario
Buonasera io sono Mario,prego io io io a
Piacere Luigi come stai,piereoi si io e stai
Tutto bene tu,a gratsi le si
