Truth,Decoded
Salve quanto costa quell articolo,salve quanto costa il articolo
E in offerta costa dieci euro,in offerta costa dieci euro
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,prendiamo un e al bar
"Certo volentieri, io lo prendero macchiato",certo io lenreievrio lo prenderomachiato
A che ora arriva il pullman,a che ora arriva il pullman
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Quanto costa il biglietto,qtuatcsta il biglietto
Purtroppo non lo so pero potresti chiedere all autista,prtotononso io io otrestiche aiato
Va bene grazie lo stesso,voavbenerze lo stesso
Prego,prego
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un sacchetto
Si grazie e arrivederci,va bene grarieverci
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,bruonoiorni io sono mario
Buonasera io sono Mario,buonasera io sono mario
Piacere Luigi come stai,piacereuigiocome stai
Tutto bene tu,tu io bene tu
