Truth,Decoded
Salve quanto costa quell articolo,salve quanto stai il articolo
E in offerta costa dieci euro,e in offerta costa dieci euro
Tutto bene grazie,tutto bene io grazie
Prendiamo un caffe al bar,prendiamo un e al bar
"Certo volentieri, io lo prendero macchiato",certo e rierio lo prenderompachato
A che ora arriva il pullman,a che ora mario il pullman
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Quanto costa il biglietto,tuatcsta il biglietto
Purtroppo non lo so pero potresti chiedere all autista,ptononso io io otrestihiehe io
Va bene grazie lo stesso,doavrerize lo stesso
Prego,prego
Perfetto vorrei comprarne due.,perfetto vorrei comprarne e
Certo ecco a lei vuole un sacchetto,certo io a lei vuole un sacchetto
Si grazie e arrivederci,va e grarisevederci
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buruonoioroni io sono mario
Buonasera io sono Mario,tuontoasera io sono mario
Piacere Luigi come stai,piacereiuiome stai
Tutto bene tu,tu bene tu
