Truth,Decoded
Salve quanto costa quell articolo,a leaiuanro costa
E in offerta costa dieci euro,e grazie e io
Tutto bene grazie,e tra io si
Prendiamo un caffe al bar,prendiamo un che lo bar
"Certo volentieri, io lo prendero macchiato",pereatr
A che ora arriva il pullman,perenieo craci e bar
Dovrebbe arrivare tra qualche minuto,pereneo io grazie tutto
Quanto costa il biglietto,certo
Purtroppo non lo so pero potresti chiedere all autista,pruat io e come io
Va bene grazie lo stesso,pero io io
Prego,prego
Perfetto vorrei comprarne due.,prfeat voreiciacren io
Certo ecco a lei vuole un sacchetto,renio io un due io
Si grazie e arrivederci,siretr
Le auguro una buona giornata,sarfetuarto io cmale glta
Buongiorno io sono Mario,bruongino mario
Buonasera io sono Mario,prego io sono a
Piacere Luigi come stai,piacere io cococem e stai
Tutto bene tu,vruencs le io
