Truth,Decoded
Salve quanto costa quell articolo,a euro costa
E in offerta costa dieci euro,io reaie e io
Tutto bene grazie,e e e a
Prendiamo un caffe al bar,pereneamo un caffe lo bar
"Certo volentieri, io lo prendero macchiato",prego
A che ora arriva il pullman,e lei efrli e a
Dovrebbe arrivare tra qualche minuto,prendero io grazie certo
Quanto costa il biglietto,peratrti
Purtroppo non lo so pero potresti chiedere all autista,io e lo
Va bene grazie lo stesso,e reat io il
Prego,prego
Perfetto vorrei comprarne due.,certo io reriarolia
Certo ecco a lei vuole un sacchetto,e graigi lo
Si grazie e arrivederci,pireai
Le auguro una buona giornata,prfeat mario io come lo
Buongiorno io sono Mario,prego mario
Buonasera io sono Mario,pereniori io so a
Piacere Luigi come stai,piacere io si si lei e stai
Tutto bene tu,a ratsi le si
