Truth,Decoded
Salve quanto costa quell articolo,sareai uaerocoto
E in offerta costa dieci euro,e grazie e
Tutto bene grazie,prego io lo grazie
Prendiamo un caffe al bar,pvrendaoa un caffe lo bar
"Certo volentieri, io lo prendero macchiato",prego
A che ora arriva il pullman,e reteorice un
Dovrebbe arrivare tra qualche minuto,prego io e euro
Quanto costa il biglietto,certo
Purtroppo non lo so pero potresti chiedere all autista,pero lo
Va bene grazie lo stesso,a a io lo
Prego,prego
Perfetto vorrei comprarne due.,prego oereiare io
Certo ecco a lei vuole un sacchetto,e grazie lei
Si grazie e arrivederci,pireai
Le auguro una buona giornata,perfetquoaro io come lo
Buongiorno io sono Mario,prego io mario
Buonasera io sono Mario,prego io io a
Piacere Luigi come stai,piacere io io e stai
Tutto bene tu,a rats le e
