Truth,Decoded
Salve quanto costa quell articolo,all a euro costa e articolo
E in offerta costa dieci euro,bene offerta costa dieci euro
Tutto bene grazie,tutto bene io grazie
Prendiamo un caffe al bar,prendiamo mfel bar
"Certo volentieri, io lo prendero macchiato",certo io reirio lo prenderompahchato
A che ora arriva il pullman,che ora tra il pulnata
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare a qualche minuto
Quanto costa il biglietto,tutstai biglie io
Purtroppo non lo so pero potresti chiedere all autista,prtotonronso popotrstihrehiata
Va bene grazie lo stesso,dovrbenberze lo stesso
Prego,prego
Perfetto vorrei comprarne due.,perfetvori comprarnedue
Certo ecco a lei vuole un sacchetto,bene io a leivuole unsacheto
Si grazie e arrivederci,va e tra e ederci
Le auguro una buona giornata,auguro una buona giornata
Buongiorno io sono Mario,buguonoroni io sono mario
Buonasera io sono Mario,sono tra io sono mario
Piacere Luigi come stai,piacereuoeo stai
Tutto bene tu,tutto bene tu
