Truth,Decoded
Salve quanto costa quell articolo,lei quanto io costa e articolo
E in offerta costa dieci euro,io offerta costa dieci euro
Tutto bene grazie,tutto bene io grazie
Prendiamo un caffe al bar,prendiamo un e al bar
"Certo volentieri, io lo prendero macchiato",certo teirio loprenderompachato
A che ora arriva il pullman,che ora tra il buona
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Quanto costa il biglietto,tutto a bilie io
Purtroppo non lo so pero potresti chiedere all autista,prtononso io otrstiehrehe a
Va bene grazie lo stesso,doavrbenberze lo stesso
Prego,prego
Perfetto vorrei comprarne due.,certo vorrei comprarnedue
Certo ecco a lei vuole un sacchetto,certo io a lei vuole un salve io
Si grazie e arrivederci,a e tra io vederei
Le auguro una buona giornata,auguro una buona giornata
Buongiorno io sono Mario,buronorni io sono mario
Buonasera io sono Mario,sono tra io so mario
Piacere Luigi come stai,piacereuoeo stai
Tutto bene tu,tutto bene tu
