Truth,Decoded
Salve quanto costa quell articolo,sreugro io
E in offerta costa dieci euro,pigraziegi
Tutto bene grazie,sigrutai
Prendiamo un caffe al bar,prentaoa un caffe bar
"Certo volentieri, io lo prendero macchiato",pretai
A che ora arriva il pullman,si grez e e a
Dovrebbe arrivare tra qualche minuto,vreneo io e le lo
Quanto costa il biglietto,pigruti
Purtroppo non lo so pero potresti chiedere all autista,pigretai
Va bene grazie lo stesso,sigrat e io
Prego,sigrugi
Perfetto vorrei comprarne due.,prego io e io e
Certo ecco a lei vuole un sacchetto,a grazie lei
Si grazie e arrivederci,piareai
Le auguro una buona giornata,pretoto io come a
Buongiorno io sono Mario,preario
Buonasera io sono Mario,pretin io a
Piacere Luigi come stai,piacere io si lei stai
Tutto bene tu,sigrazisti le si
