Truth,Decoded
Salve quanto costa quell articolo,bene un io ora sela io io
E in offerta costa dieci euro,bene certo io io si euro
Tutto bene grazie,io bene e grazie
Prendiamo un caffe al bar,prenorie come lo e in
"Certo volentieri, io lo prendero macchiato",certo orevrio londenm mario
A che ora arriva il pullman,io a il pulrata
Dovrebbe arrivare tra qualche minuto,dovrebbe aratre tra salve minuto
Quanto costa il biglietto,bene abile io
Purtroppo non lo so pero potresti chiedere all autista,ptotoro popororereh a
Va bene grazie lo stesso,poarbenbfe e so
Prego,prego
Perfetto vorrei comprarne due.,prego voriconpran due
Certo ecco a lei vuole un sacchetto,tra levule un un io
Si grazie e arrivederci,e e e io dieci
Le auguro una buona giornata,euro un buona nguo giata
Buongiorno io sono Mario,bpronoponio sono a
Buonasera io sono Mario,renoua bene io sono mario
Piacere Luigi come stai,piareuomeobotai
Tutto bene tu,io bene sono
