Truth,Decoded
Salve quanto costa quell articolo,a laiuaero coctso
E in offerta costa dieci euro,e grazie e io
Tutto bene grazie,e tra io a
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",preatr
A che ora arriva il pullman,e reaie arivaci e ulmuae
Dovrebbe arrivare tra qualche minuto,va bene io grazie certo
Quanto costa il biglietto,e rato
Purtroppo non lo so pero potresti chiedere all autista,pruat io e io una
Va bene grazie lo stesso,e grazie io certo
Prego,prego
Perfetto vorrei comprarne due.,prego oereiacren io
Certo ecco a lei vuole un sacchetto,a renidoa un lei io
Si grazie e arrivederci,si reztr
Le auguro una buona giornata,a rfeatquarto io cmvlme tra
Buongiorno io sono Mario,bruongio mario
Buonasera io sono Mario,preniori io sono a
Piacere Luigi come stai,piacere io io e e stai
Tutto bene tu,stai le io
