Truth,Decoded
Salve quanto costa quell articolo,saregroto
E in offerta costa dieci euro,pigraziegi
Tutto bene grazie,sigreai
Prendiamo un caffe al bar,prendaoa un caffe bar
"Certo volentieri, io lo prendero macchiato",pretatr
A che ora arriva il pullman,e e e a
Dovrebbe arrivare tra qualche minuto,prego io grazie certo
Quanto costa il biglietto,prati
Purtroppo non lo so pero potresti chiedere all autista,pigretiata
Va bene grazie lo stesso,sigratito
Prego,pigreagi
Perfetto vorrei comprarne due.,prego rarlita
Certo ecco a lei vuole un sacchetto,a grazie lo
Si grazie e arrivederci,pireai
Le auguro una buona giornata,preatro io come liata
Buongiorno io sono Mario,prego mario
Buonasera io sono Mario,prego io a
Piacere Luigi come stai,pierei un si e stai
Tutto bene tu,grazie le io
