Truth,Decoded
Salve quanto costa quell articolo,alena euro so stai un atoto
E in offerta costa dieci euro,bene offerta costa dieci euro
Tutto bene grazie,tutto bene e grazie
Prendiamo un caffe al bar,prenediarn e lo bar
"Certo volentieri, io lo prendero macchiato",cereovo reivro loprendeomachato
A che ora arriva il pullman,e ora mario il pulra
Dovrebbe arrivare tra qualche minuto,dovrebbe ariatre tra qualche minuto
Quanto costa il biglietto,tra a bilie so
Purtroppo non lo so pero potresti chiedere all autista,prtonroso io otistihrehe io
Va bene grazie lo stesso,doavrbenberze lo stesso
Prego,prego
Perfetto vorrei comprarne due.,certo vorrei comprarne due
Certo ecco a lei vuole un sacchetto,certo io a e vuole un salve io
Si grazie e arrivederci,va e tra e e vedeci
Le auguro una buona giornata,auguro una buona giornata
Buongiorno io sono Mario,buronononi io sono mario
Buonasera io sono Mario,sono tra io so mario
Piacere Luigi come stai,piacere come stai
Tutto bene tu,tutto bene tu
