Truth,Decoded
Salve quanto costa quell articolo,a lei quanto costa
E in offerta costa dieci euro,a grazie e io
Tutto bene grazie,prut sono grazie
Prendiamo un caffe al bar,pvrenedamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",prego tu
A che ora arriva il pullman,e grazie io rovacto pular
Dovrebbe arrivare tra qualche minuto,prendero io grazie che
Quanto costa il biglietto,e ratoe io
Purtroppo non lo so pero potresti chiedere all autista,pruat io e io io autista
Va bene grazie lo stesso,a a io e io lo
Prego,prego
Perfetto vorrei comprarne due.,prfazi oceiaci due
Certo ecco a lei vuole un sacchetto,a grazie due all io
Si grazie e arrivederci,prego
Le auguro una buona giornata,a lfeat quanto come vuole bar
Buongiorno io sono Mario,pruongiono so mario
Buonasera io sono Mario,prenioi sono sono a
Piacere Luigi come stai,piacere io io e e stai
Tutto bene tu,ratas lo e
