Truth,Decoded
Salve quanto costa quell articolo,salve quanto stai quell atico
E in offerta costa dieci euro,in offerta costa dieci euro
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,prendiamo un mfreal bar
"Certo volentieri, io lo prendero macchiato",certo olanrieri io lo prenderompachiato
A che ora arriva il pullman,a che ora mario il pullman
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Quanto costa il biglietto,tutntcea a bilie io
Purtroppo non lo so pero potresti chiedere all autista,prtotononso io io otrestichehe io
Va bene grazie lo stesso,va benbegrize lo stesso
Prego,prego
Perfetto vorrei comprarne due.,perfetto vorrei comprarne e
Certo ecco a lei vuole un sacchetto,certo io a lei vuole un sachetu
Si grazie e arrivederci,va e tra resvederci
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buruonoiorni io sono mario
Buonasera io sono Mario,buonasera io sono mario
Piacere Luigi come stai,piacereuiome stai
Tutto bene tu,tu bene tu
