Truth,Decoded
Salve quanto costa quell articolo,sraroto
E in offerta costa dieci euro,pigraziei
Tutto bene grazie,sigreti
Prendiamo un caffe al bar,prenaoa a caffe le
"Certo volentieri, io lo prendero macchiato",sireti
A che ora arriva il pullman,si grazie e si
Dovrebbe arrivare tra qualche minuto,prego ofrealie io
Quanto costa il biglietto,si ruati
Purtroppo non lo so pero potresti chiedere all autista,pigreti
Va bene grazie lo stesso,si io
Prego,sigrugi
Perfetto vorrei comprarne due.,pero due
Certo ecco a lei vuole un sacchetto,a grazie io
Si grazie e arrivederci,pireazi
Le auguro una buona giornata,pratro io e
Buongiorno io sono Mario,pruario
Buonasera io sono Mario,prego a
Piacere Luigi come stai,pierei stai
Tutto bene tu,sirazisi le io
