Truth,Decoded
Salve quanto costa quell articolo,sabeganro io
E in offerta costa dieci euro,si grazie e io
Tutto bene grazie,piret e mario
Prendiamo un caffe al bar,prenrdadaoa un caffe al bar
"Certo volentieri, io lo prendero macchiato",pretatr
A che ora arriva il pullman,e bar bene e a
Dovrebbe arrivare tra qualche minuto,bene io io grazie due
Quanto costa il biglietto,e certo a
Purtroppo non lo so pero potresti chiedere all autista,pierete a
Va bene grazie lo stesso,sigrat io io ilmto
Prego,pireai
Perfetto vorrei comprarne due.,pireoe e arele
Certo ecco a lei vuole un sacchetto,a grazie io lei
Si grazie e arrivederci,piareai
Le auguro una buona giornata,preatd sono io come bar
Buongiorno io sono Mario,prego mario
Buonasera io sono Mario,pirenini a io a
Piacere Luigi come stai,pieren io io io e stai
Tutto bene tu,a tra si le io
