Truth,Decoded
Salve quanto costa quell articolo,a euro costa
E in offerta costa dieci euro,si grazie e si
Tutto bene grazie,prut un a
Prendiamo un caffe al bar,pvrenramo un caffe lo bar
"Certo volentieri, io lo prendero macchiato",prego
A che ora arriva il pullman,peretieo bar bar
Dovrebbe arrivare tra qualche minuto,prego io grazie certo
Quanto costa il biglietto,perati
Purtroppo non lo so pero potresti chiedere all autista,pero e lo autista
Va bene grazie lo stesso,a grato e io io
Prego,prego
Perfetto vorrei comprarne due.,prego io riarn le
Certo ecco a lei vuole un sacchetto,grazie costa
Si grazie e arrivederci,pireari
Le auguro una buona giornata,prfeatoaro io io un
Buongiorno io sono Mario,preongio mario
Buonasera io sono Mario,prenirn io io sono a
Piacere Luigi come stai,piereio io io stai
Tutto bene tu,stai le tu
