Truth,Decoded
Salve quanto costa quell articolo,salve quanto stai quell articolo
E in offerta costa dieci euro,in offerta costa dieci euro
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,prendiamo un e al bar
"Certo volentieri, io lo prendero macchiato",certo io antierio lo prenderompachato
A che ora arriva il pullman,a che ora mario il pullman
Dovrebbe arrivare tra qualche minuto,dovrebbe mario e tra qualche minuto
Quanto costa il biglietto,tutto al bilie so
Purtroppo non lo so pero potresti chiedere all autista,prtononsopopotrestichiedeheto
Va bene grazie lo stesso,voavbenberze lo stesso
Prego,prego
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Certo ecco a lei vuole un sacchetto,certo io a lei vuole un sacetu
Si grazie e arrivederci,va e grarevedeci
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buroniorni io sono mario
Buonasera io sono Mario,tontasera io sono mario
Piacere Luigi come stai,piacereuome stai
Tutto bene tu,tu io bene tu
