Truth,Decoded
Salve quanto costa quell articolo,siragrto
E in offerta costa dieci euro,pigrueti
Tutto bene grazie,pigreti
Prendiamo un caffe al bar,parea a a a le come
"Certo volentieri, io lo prendero macchiato",pigruti
A che ora arriva il pullman,si e a si
Dovrebbe arrivare tra qualche minuto,pranza a fiale lo
Quanto costa il biglietto,si grueti
Purtroppo non lo so pero potresti chiedere all autista,piagret si
Va bene grazie lo stesso,pigre e
Prego,pigruti
Perfetto vorrei comprarne due.,pirue e e io
Certo ecco a lei vuole un sacchetto,sigraeie si
Si grazie e arrivederci,pigreti
Le auguro una buona giornata,pigrar e costa
Buongiorno io sono Mario,prego
Buonasera io sono Mario,lei a
Piacere Luigi come stai,pero e stai
Tutto bene tu,pigrazi e lei
