Truth,Decoded
Salve quanto costa quell articolo,sragrto
E in offerta costa dieci euro,sigruieti
Tutto bene grazie,pigreti
Prendiamo un caffe al bar,prfet io a le clmtr
"Certo volentieri, io lo prendero macchiato",sigrete
A che ora arriva il pullman,si bene si
Dovrebbe arrivare tra qualche minuto,vrento a io all lo
Quanto costa il biglietto,si gruteto
Purtroppo non lo so pero potresti chiedere all autista,pigret si
Va bene grazie lo stesso,sigre e
Prego,sigruai
Perfetto vorrei comprarne due.,pirune e e titi
Certo ecco a lei vuole un sacchetto,siraie e io
Si grazie e arrivederci,pigreai
Le auguro una buona giornata,piretr si citr
Buongiorno io sono Mario,prego
Buonasera io sono Mario,lei bar
Piacere Luigi come stai,pireie etiti
Tutto bene tu,sigreziezeo lo
