Truth,Decoded
Salve quanto costa quell articolo,salve uagrococto
E in offerta costa dieci euro,a grazie io
Tutto bene grazie,tra io grazie
Prendiamo un caffe al bar,prenaoa un caffe al bar
"Certo volentieri, io lo prendero macchiato",pratoto
A che ora arriva il pullman,e e e pullman
Dovrebbe arrivare tra qualche minuto,a bene io grazie tutto
Quanto costa il biglietto,e a io
Purtroppo non lo so pero potresti chiedere all autista,pruat io io come io autista
Va bene grazie lo stesso,si grazie io
Prego,prego
Perfetto vorrei comprarne due.,tra eriacrn io
Certo ecco a lei vuole un sacchetto,a rado io tra
Si grazie e arrivederci,si rerai
Le auguro una buona giornata,sarequanrto io come lata
Buongiorno io sono Mario,prego io mario
Buonasera io sono Mario,prego sono mario
Piacere Luigi come stai,piacere io e stai
Tutto bene tu,tra e io
