Truth,Decoded
Salve quanto costa quell articolo,salve quanto stai quell articolo
E in offerta costa dieci euro,in offerta costa dieci euro
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,prendiamo un mfre al bar
"Certo volentieri, io lo prendero macchiato",certo olenreieri io lo prendero macchiato
A che ora arriva il pullman,a che ora mario il pullman
Dovrebbe arrivare tra qualche minuto,dovrebbe mario e tra qualche minuto
Quanto costa il biglietto,tutto il bilie io
Purtroppo non lo so pero potresti chiedere all autista,prtotonon sono io io otiestihiehe atiato
Va bene grazie lo stesso,vavbeberize lo stesso
Prego,prego
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un sacchetto
Si grazie e arrivederci,va e grarieverci
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buruonoiorni io sono mario
Buonasera io sono Mario,buonasera io sono mario
Piacere Luigi come stai,piacereuigiocome stai
Tutto bene tu,tu io bene tu
