Truth,Decoded
Salve quanto costa quell articolo,bene io io stai e arioto
E in offerta costa dieci euro,e offerta costa dieci euro
Tutto bene grazie,tutto bene e grazie
Prendiamo un caffe al bar,prendrae e lo bar
"Certo volentieri, io lo prendero macchiato",certo reierio lorendeomachato
A che ora arriva il pullman,io a tra il una
Dovrebbe arrivare tra qualche minuto,dovrebbe ariatre tra qualche minuto
Quanto costa il biglietto,vatenbe agile io
Purtroppo non lo so pero potresti chiedere all autista,prtotonro io otrisrehrehe a
Va bene grazie lo stesso,doavbenberze tu so
Prego,prego
Perfetto vorrei comprarne due.,peretvori comprarne e
Certo ecco a lei vuole un sacchetto,bene io a leivuole un nsace certo
Si grazie e arrivederci,a e tra e e lei
Le auguro una buona giornata,lelauguro un buona giornata
Buongiorno io sono Mario,sono prni io sono mario
Buonasera io sono Mario,una lei io so grazie
Piacere Luigi come stai,piacereuromeo stai
Tutto bene tu,io bene tu
