Truth,Decoded
Salve quanto costa quell articolo,bene un io ora un a io
E in offerta costa dieci euro,bene offerta costa dieci euro
Tutto bene grazie,tutto bene e grazie
Prendiamo un caffe al bar,preodrae e lo bar
"Certo volentieri, io lo prendero macchiato",certo oeivrio lodndemac mario
A che ora arriva il pullman,io a afrc il pulnata
Dovrebbe arrivare tra qualche minuto,dovrebbe ariatre tra qualche minuto
Quanto costa il biglietto,ptenbe a bene io
Purtroppo non lo so pero potresti chiedere all autista,ptotono io otrisrehreh a
Va bene grazie lo stesso,doarbenbeaze due dtseo
Prego,e io
Perfetto vorrei comprarne due.,pereti vorrei comprarne e
Certo ecco a lei vuole un sacchetto,che io leiule un nsuae certo
Si grazie e arrivederci,e tra si sededei
Le auguro una buona giornata,leaguro un buona gbioginata
Buongiorno io sono Mario,bene sono io sono mario
Buonasera io sono Mario,tenoa bene io so grazie
Piacere Luigi come stai,piacreuro io stai
Tutto bene tu,io bene tu
