Truth,Decoded
Salve quanto costa quell articolo,sirarto
E in offerta costa dieci euro,pigruieti
Tutto bene grazie,pigreti
Prendiamo un caffe al bar,prfet io a a le bar
"Certo volentieri, io lo prendero macchiato",pigretr
A che ora arriva il pullman,si e si
Dovrebbe arrivare tra qualche minuto,prego ifrealie io
Quanto costa il biglietto,pigruto
Purtroppo non lo so pero potresti chiedere all autista,pigretiti
Va bene grazie lo stesso,pigreiti
Prego,pigrugi
Perfetto vorrei comprarne due.,pero reiti
Certo ecco a lei vuole un sacchetto,sigraie io
Si grazie e arrivederci,pireai
Le auguro una buona giornata,pirer e bar
Buongiorno io sono Mario,prego
Buonasera io sono Mario,lei a
Piacere Luigi come stai,pireretiar
Tutto bene tu,pigrezie arti
