Truth,Decoded
Salve quanto costa quell articolo,all a quanto io costa il articolo
E in offerta costa dieci euro,io offerta costa dieci euro
Tutto bene grazie,tutto bene io grazie
Prendiamo un caffe al bar,prendiamo un e al bar
"Certo volentieri, io lo prendero macchiato",bene io teierio lo prenderompachato
A che ora arriva il pullman,a che ora mario il pullman
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Quanto costa il biglietto,tuatcsa a biglietto
Purtroppo non lo so pero potresti chiedere all autista,prtotononso potrstiehiehe io
Va bene grazie lo stesso,voavbenberze lo stesso
Prego,prego
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Certo ecco a lei vuole un sacchetto,bene io a lei vuole un sachetu
Si grazie e arrivederci,va e tra rise vederci
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buruonoiorni io sono mario
Buonasera io sono Mario,buona tra io sono mario
Piacere Luigi come stai,piacereuiomeo stai
Tutto bene tu,tu bene tu
