Truth,Decoded
Salve quanto costa quell articolo,sragro
E in offerta costa dieci euro,sigretegi
Tutto bene grazie,pigretai
Prendiamo un caffe al bar,preneaoa a che lo
"Certo volentieri, io lo prendero macchiato",pigreti
A che ora arriva il pullman,si grezeti
Dovrebbe arrivare tra qualche minuto,prego il frelie io
Quanto costa il biglietto,si gruti
Purtroppo non lo so pero potresti chiedere all autista,pigreti
Va bene grazie lo stesso,sigreti
Prego,sigrugi
Perfetto vorrei comprarne due.,pirete e io
Certo ecco a lei vuole un sacchetto,a grazie io
Si grazie e arrivederci,piareazi
Le auguro una buona giornata,pigretr io a
Buongiorno io sono Mario,preario
Buonasera io sono Mario,prego a
Piacere Luigi come stai,pero lei
Tutto bene tu,si grazie lo io
