Truth,Decoded
Salve quanto costa quell articolo,bene io io ora una a sono
E in offerta costa dieci euro,bene offerta costa dieci euro
Tutto bene grazie,tutto bene io grazie
Prendiamo un caffe al bar,preodrae e lo bar
"Certo volentieri, io lo prendero macchiato",certo reriro lorndeomac hato
A che ora arriva il pullman,io a mario il una
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Quanto costa il biglietto,vatenbe a bene io
Purtroppo non lo so pero potresti chiedere all autista,prtotonoso io otristrehrehe a
Va bene grazie lo stesso,doavbenberze tu so
Prego,prego
Perfetto vorrei comprarne due.,peretori comprarne e
Certo ecco a lei vuole un sacchetto,ceteco a leivuole un nsace certo
Si grazie e arrivederci,e tra e e lei
Le auguro una buona giornata,leaguro un buona giornata
Buongiorno io sono Mario,bene sono io sono mario
Buonasera io sono Mario,bene bene io sono grazie
Piacere Luigi come stai,piacreuromeo stai
Tutto bene tu,io bene tu
