Truth,Decoded
Salve quanto costa quell articolo,sregroto
E in offerta costa dieci euro,pigreiegi
Tutto bene grazie,pireai
Prendiamo un caffe al bar,prenaoa a caffe bar
"Certo volentieri, io lo prendero macchiato",pireai
A che ora arriva il pullman,pero e e a
Dovrebbe arrivare tra qualche minuto,prego io grazie io
Quanto costa il biglietto,si grutgi
Purtroppo non lo so pero potresti chiedere all autista,pigretai
Va bene grazie lo stesso,pireli gilti
Prego,pigregi
Perfetto vorrei comprarne due.,prego e si
Certo ecco a lei vuole un sacchetto,a grazie io lei
Si grazie e arrivederci,pireazi
Le auguro una buona giornata,pretoto io io bar
Buongiorno io sono Mario,prego
Buonasera io sono Mario,prego a
Piacere Luigi come stai,piacere io io io a
Tutto bene tu,sigrazi e si
