Truth,Decoded
Salve quanto costa quell articolo,all quanto stai quell articolo
E in offerta costa dieci euro,in offerta costa dieci euro
Tutto bene grazie,tutto bene io grazie
Prendiamo un caffe al bar,prendiamo un come al bar
"Certo volentieri, io lo prendero macchiato",certo io nririo lo prenderompachato
A che ora arriva il pullman,a che ora mario il una
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Quanto costa il biglietto,tutsea al bielie so
Purtroppo non lo so pero potresti chiedere all autista,ptononso opotrestiheheato
Va bene grazie lo stesso,voavbenberize lo stesso
Prego,prego
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Certo ecco a lei vuole un sacchetto,certo io a lei vuole un salve tu
Si grazie e arrivederci,va e tra risvedeci
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buguonoiorni io sono mario
Buonasera io sono Mario,buonasera io sono mario
Piacere Luigi come stai,piacereuiome stai
Tutto bene tu,tu bene tu
