Truth,Decoded
Salve quanto costa quell articolo,salve mario coctso
E in offerta costa dieci euro,io grazie e
Tutto bene grazie,prego io mario
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",pretar
A che ora arriva il pullman,e reaterae bar
Dovrebbe arrivare tra qualche minuto,prendero io e io
Quanto costa il biglietto,tra a
Purtroppo non lo so pero potresti chiedere all autista,pieret lo a
Va bene grazie lo stesso,a a io cilteto
Prego,prego
Perfetto vorrei comprarne due.,prfeat cereiaro lei
Certo ecco a lei vuole un sacchetto,a grazie lo io
Si grazie e arrivederci,pireai
Le auguro una buona giornata,prfeatoaro io come all
Buongiorno io sono Mario,prego io mario
Buonasera io sono Mario,prego si sono io a
Piacere Luigi come stai,pieren io e stai
Tutto bene tu,srats le io
