Truth,Decoded
Salve quanto costa quell articolo,a reuagro costa
E in offerta costa dieci euro,e grazie e
Tutto bene grazie,prego io grazie
Prendiamo un caffe al bar,prendiamo un caffe lo bar
"Certo volentieri, io lo prendero macchiato",prego
A che ora arriva il pullman,e lei race bar
Dovrebbe arrivare tra qualche minuto,prego io grazie io
Quanto costa il biglietto,prego
Purtroppo non lo so pero potresti chiedere all autista,prego e lo autista
Va bene grazie lo stesso,e a io lo
Prego,prego
Perfetto vorrei comprarne due.,tra oreari lei
Certo ecco a lei vuole un sacchetto,e grazie e io
Si grazie e arrivederci,pirergi
Le auguro una buona giornata,parfetuaro io come bar
Buongiorno io sono Mario,prego mario
Buonasera io sono Mario,prego io so a
Piacere Luigi come stai,piacere io e stai
Tutto bene tu,prats le e
