Truth,Decoded
Salve quanto costa quell articolo,e auguro io
E in offerta costa dieci euro,io reaie e io
Tutto bene grazie,piret e grti
Prendiamo un caffe al bar,perendaoa un caffe bar
"Certo volentieri, io lo prendero macchiato",pireti
A che ora arriva il pullman,e reierte e bar
Dovrebbe arrivare tra qualche minuto,prendero io grazie certo
Quanto costa il biglietto,pieratrti
Purtroppo non lo so pero potresti chiedere all autista,pieret stai
Va bene grazie lo stesso,si e ricilto
Prego,prego
Perfetto vorrei comprarne due.,piacere io creiari
Certo ecco a lei vuole un sacchetto,e graigi dieci
Si grazie e arrivederci,pireai
Le auguro una buona giornata,prego ora io io glata
Buongiorno io sono Mario,prego mario
Buonasera io sono Mario,pierenigi io e io a
Piacere Luigi come stai,piacere io si cicem stai
Tutto bene tu,sratsi le io
