Truth,Decoded
Salve quanto costa quell articolo,a lei uagrococto
E in offerta costa dieci euro,io grazie e io
Tutto bene grazie,sret un stai
Prendiamo un caffe al bar,prendiamo un che lo bar
"Certo volentieri, io lo prendero macchiato",prego
A che ora arriva il pullman,e retieo lei e bar
Dovrebbe arrivare tra qualche minuto,a reneno io grlre io
Quanto costa il biglietto,e ratrt a
Purtroppo non lo so pero potresti chiedere all autista,pieretoe io autista
Va bene grazie lo stesso,a tra io io io certo
Prego,prego
Perfetto vorrei comprarne due.,pereazt rocereiare lei
Certo ecco a lei vuole un sacchetto,a grazie lei
Si grazie e arrivederci,pirerai
Le auguro una buona giornata,e rfeato mario io come bar
Buongiorno io sono Mario,prungio so mario
Buonasera io sono Mario,prenioi io sono a
Piacere Luigi come stai,piacere io io io bene stai
Tutto bene tu,a a si le si
