Truth,Decoded
Salve quanto costa quell articolo,siragrto
E in offerta costa dieci euro,pigruieti
Tutto bene grazie,pigreti
Prendiamo un caffe al bar,pereta a a a le le
"Certo volentieri, io lo prendero macchiato",pigruti
A che ora arriva il pullman,si grazie si
Dovrebbe arrivare tra qualche minuto,srenza a io all lo
Quanto costa il biglietto,si grurti
Purtroppo non lo so pero potresti chiedere all autista,pigre si
Va bene grazie lo stesso,pigru e
Prego,pigrugi
Perfetto vorrei comprarne due.,pirugre e due un
Certo ecco a lei vuole un sacchetto,sigraie si
Si grazie e arrivederci,si grutai
Le auguro una buona giornata,pigrazr e si costa
Buongiorno io sono Mario,prego
Buonasera io sono Mario,lei bar
Piacere Luigi come stai,pirer e e
Tutto bene tu,pigruzize a si
