Truth,Decoded
Salve quanto costa quell articolo,siraro
E in offerta costa dieci euro,pigreti
Tutto bene grazie,pigreti
Prendiamo un caffe al bar,prego a le bar
"Certo volentieri, io lo prendero macchiato",pireti
A che ora arriva il pullman,pireti
Dovrebbe arrivare tra qualche minuto,prego io filie lo
Quanto costa il biglietto,pigruti
Purtroppo non lo so pero potresti chiedere all autista,pigreti
Va bene grazie lo stesso,pigreti
Prego,pigrugi
Perfetto vorrei comprarne due.,pero lei
Certo ecco a lei vuole un sacchetto,sigraie io
Si grazie e arrivederci,pireai
Le auguro una buona giornata,pirer e tu
Buongiorno io sono Mario,prego
Buonasera io sono Mario,preiar
Piacere Luigi come stai,pirereiai
Tutto bene tu,pigrei e si
