Truth,Decoded
Salve quanto costa quell articolo,a letuarto costa
E in offerta costa dieci euro,e grazie io
Tutto bene grazie,lei io a
Prendiamo un caffe al bar,pvrendaoa un caffe al bar
"Certo volentieri, io lo prendero macchiato",pratr
A che ora arriva il pullman,e e arili bar
Dovrebbe arrivare tra qualche minuto,va bene io grazie tutto
Quanto costa il biglietto,e a io
Purtroppo non lo so pero potresti chiedere all autista,prego e io lo autista
Va bene grazie lo stesso,si grazie io io
Prego,prego
Perfetto vorrei comprarne due.,perazi oeiari lei
Certo ecco a lei vuole un sacchetto,a a lo io
Si grazie e arrivederci,pireoai
Le auguro una buona giornata,a e io quanto a come tra
Buongiorno io sono Mario,prungin io mario
Buonasera io sono Mario,prego io a io a
Piacere Luigi come stai,piacere io io e stai
Tutto bene tu,stai le io
