Truth,Decoded
Salve quanto costa quell articolo,srarto
E in offerta costa dieci euro,pigregi
Tutto bene grazie,pigreai
Prendiamo un caffe al bar,prenaoa a le bar
"Certo volentieri, io lo prendero macchiato",prego
A che ora arriva il pullman,pirear
Dovrebbe arrivare tra qualche minuto,prego io grazie lei
Quanto costa il biglietto,pigruti
Purtroppo non lo so pero potresti chiedere all autista,pigrete
Va bene grazie lo stesso,sireti
Prego,pigreai
Perfetto vorrei comprarne due.,e bene
Certo ecco a lei vuole un sacchetto,grazie si
Si grazie e arrivederci,pireai
Le auguro una buona giornata,prego e a
Buongiorno io sono Mario,preario
Buonasera io sono Mario,prego a
Piacere Luigi come stai,pirear
Tutto bene tu,sirazise si
