Truth,Decoded
Salve quanto costa quell articolo,saleuagro costa
E in offerta costa dieci euro,e grazie
Tutto bene grazie,e io a
Prendiamo un caffe al bar,perenao un caffe bar
"Certo volentieri, io lo prendero macchiato",pretar
A che ora arriva il pullman,e bene e bar
Dovrebbe arrivare tra qualche minuto,prego io greuto
Quanto costa il biglietto,pierato
Purtroppo non lo so pero potresti chiedere all autista,pero lo
Va bene grazie lo stesso,e lei io
Prego,prego
Perfetto vorrei comprarne due.,preazi eacren io
Certo ecco a lei vuole un sacchetto,e grazie io
Si grazie e arrivederci,pireai
Le auguro una buona giornata,paretoaro io come lei
Buongiorno io sono Mario,prego mario
Buonasera io sono Mario,prenin io sono a
Piacere Luigi come stai,pieren io e stai
Tutto bene tu,a a lo io
