Truth,Decoded
Salve quanto costa quell articolo,lei euro io costa e articolo
E in offerta costa dieci euro,bene offerta costa dieci euro
Tutto bene grazie,tutto bene io grazie
Prendiamo un caffe al bar,prendiamo un e al bar
"Certo volentieri, io lo prendero macchiato",certo reirio loprenderomachato
A che ora arriva il pullman,che ora mario il pulea
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Quanto costa il biglietto,tutstai biglietto
Purtroppo non lo so pero potresti chiedere all autista,prtotononso io otrstihreheato
Va bene grazie lo stesso,dovrbenberze lo stesso
Prego,prego
Perfetto vorrei comprarne due.,certo vorrei comprarnedue
Certo ecco a lei vuole un sacchetto,bene io a leivuole un che io
Si grazie e arrivederci,va e tra e e vederci
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buronorni io sono mario
Buonasera io sono Mario,sono tra io sono mario
Piacere Luigi come stai,piacere come stai
Tutto bene tu,tutto bene tu
