Truth,Decoded
Salve quanto costa quell articolo,a leuagro costa
E in offerta costa dieci euro,e a e io
Tutto bene grazie,e prego si
Prendiamo un caffe al bar,prendaoa un caffe lo bar
"Certo volentieri, io lo prendero macchiato",pratr
A che ora arriva il pullman,e e e bar
Dovrebbe arrivare tra qualche minuto,vreneo io ralrie tutto
Quanto costa il biglietto,e rato
Purtroppo non lo so pero potresti chiedere all autista,tra io e costa
Va bene grazie lo stesso,a tra io io
Prego,prego
Perfetto vorrei comprarne due.,grazie oeiarin io
Certo ecco a lei vuole un sacchetto,a grazie e certo
Si grazie e arrivederci,pireari
Le auguro una buona giornata,saret quoaro io come lo
Buongiorno io sono Mario,preongio mario
Buonasera io sono Mario,prego io sono a
Piacere Luigi come stai,piacere io io e stai
Tutto bene tu,stai lo si
