Truth,Decoded
Salve quanto costa quell articolo,salve quanto io stai quell articolo
E in offerta costa dieci euro,e in offerta costa dieci euro
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,prendiamo un che al bar
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
A che ora arriva il pullman,a che ora arriva il pullman
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Quanto costa il biglietto,qtutntcsta il biglie io
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo io io potrestriechriede io
Va bene grazie lo stesso,va bene e lo stesso
Prego,prego
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un sacchetto
Si grazie e arrivederci,va e arrivederci
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buruongoiornio io sono mario
Buonasera io sono Mario,buonasera io sono mario
Piacere Luigi come stai,piacereluigiome stai
Tutto bene tu,tu bene tu
