Truth,Decoded
Salve quanto costa quell articolo,salve quanto stai il articolo
E in offerta costa dieci euro,e in offerta costa dieci euro
Tutto bene grazie,tutto bene grazie
Prendiamo un caffe al bar,prendiamo un mfre al bar
"Certo volentieri, io lo prendero macchiato",certo io lenrieri io lo prenderomachiato
A che ora arriva il pullman,a che ora mario il pullman
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Quanto costa il biglietto,tuantcsta il biglietto
Purtroppo non lo so pero potresti chiedere all autista,prtotonon so io io otrestrichie aiato
Va bene grazie lo stesso,va benbegrize lo stesso
Prego,prego
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un sacchetto
Si grazie e arrivederci,va e tra resvederci
Le auguro una buona giornata,le auguro una buona giornata
Buongiorno io sono Mario,buruonorni io sono mario
Buonasera io sono Mario,buonasera io sono mario
Piacere Luigi come stai,piacereuigome stai
Tutto bene tu,tu bene tu
