Truth,Decoded
Salve quanto costa quell articolo,a lei uagrcocto
E in offerta costa dieci euro,e grazie e
Tutto bene grazie,si tra stai
Prendiamo un caffe al bar,pvrendaoa un caffe al bar
"Certo volentieri, io lo prendero macchiato",pratr
A che ora arriva il pullman,e bene a ariti le una
Dovrebbe arrivare tra qualche minuto,a bene io grazie certo
Quanto costa il biglietto,si a io
Purtroppo non lo so pero potresti chiedere all autista,pero io e io autista
Va bene grazie lo stesso,e a io io io
Prego,piretgi
Perfetto vorrei comprarne due.,preazi oeiari io
Certo ecco a lei vuole un sacchetto,a rado un due io
Si grazie e arrivederci,pirertr
Le auguro una buona giornata,sarfetquarto io come glata
Buongiorno io sono Mario,pregroaio
Buonasera io sono Mario,priniri che e so a
Piacere Luigi come stai,piacere un gice stai
Tutto bene tu,tra le io
