Truth,Decoded
Salve quanto costa quell articolo,va e uaroto
E in offerta costa dieci euro,si grazie e
Tutto bene grazie,piret grti
Prendiamo un caffe al bar,pvrenaoa un caffe bar
"Certo volentieri, io lo prendero macchiato",prati
A che ora arriva il pullman,e e arcri e bar
Dovrebbe arrivare tra qualche minuto,prego io grazie io
Quanto costa il biglietto,peratrti
Purtroppo non lo so pero potresti chiedere all autista,io e stai
Va bene grazie lo stesso,si a si io
Prego,prego
Perfetto vorrei comprarne due.,prego ora lo
Certo ecco a lei vuole un sacchetto,a grazie lo
Si grazie e arrivederci,piareagi
Le auguro una buona giornata,paret io io come bar
Buongiorno io sono Mario,prego mario
Buonasera io sono Mario,prego io sono a
Piacere Luigi come stai,piacere io stai
Tutto bene tu,a ratrso lo si
