Truth,Decoded
Salve quanto costa quell articolo,saleuagricoto
E in offerta costa dieci euro,e raziegi
Tutto bene grazie,prego stai
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",preatr
A che ora arriva il pullman,e raericti e a
Dovrebbe arrivare tra qualche minuto,vrbeneo io griehto
Quanto costa il biglietto,prego
Purtroppo non lo so pero potresti chiedere all autista,prego stai
Va bene grazie lo stesso,a grazie io
Prego,prego
Perfetto vorrei comprarne due.,preazi oeacreo
Certo ecco a lei vuole un sacchetto,e grazie io
Si grazie e arrivederci,prego
Le auguro una buona giornata,pareuaro io che stai
Buongiorno io sono Mario,prego mario
Buonasera io sono Mario,prego io io sono a
Piacere Luigi come stai,pierei io stai
Tutto bene tu,stai lo io
