Truth,Decoded
Salve quanto costa quell articolo,alena io io stai e articolo
E in offerta costa dieci euro,si tra costa dieci euro
Tutto bene grazie,tutto bene io grazie
Prendiamo un caffe al bar,prendriae e lo bar
"Certo volentieri, io lo prendero macchiato",cereovo reivro loprenderomac hato
A che ora arriva il pullman,a e ora mario il buona
Dovrebbe arrivare tra qualche minuto,dovrebbe ariatre tra qualche minuto
Quanto costa il biglietto,costa bigle io
Purtroppo non lo so pero potresti chiedere all autista,prtoponronso io otistihrehe a
Va bene grazie lo stesso,doavbenberze lo stesso
Prego,prego
Perfetto vorrei comprarne due.,pceretivori comprarne
Certo ecco a lei vuole un sacchetto,certo io aleivuole un salve tutto
Si grazie e arrivederci,va bene tra e e lei
Le auguro una buona giornata,auguro una buona giornata
Buongiorno io sono Mario,bguonoioproni io sono mario
Buonasera io sono Mario,tenoa bene io sono grazie
Piacere Luigi come stai,piacereuiomeo stai
Tutto bene tu,io bene tu
