Truth,Decoded
Salve quanto costa quell articolo,a lei mario costa
E in offerta costa dieci euro,e grazie io
Tutto bene grazie,e grazie a
Prendiamo un caffe al bar,prendiamo un caffe al bar
"Certo volentieri, io lo prendero macchiato",prego
A che ora arriva il pullman,e grazie dieci e a
Dovrebbe arrivare tra qualche minuto,a bene io gralroe certo
Quanto costa il biglietto,e rato
Purtroppo non lo so pero potresti chiedere all autista,tra io io io
Va bene grazie lo stesso,e grazie io io
Prego,prego
Perfetto vorrei comprarne due.,prego oreiarn lo
Certo ecco a lei vuole un sacchetto,a reivi a
Si grazie e arrivederci,sirezrai
Le auguro una buona giornata,salve tquaro io come tra
Buongiorno io sono Mario,prengioao
Buonasera io sono Mario,prego si io sono a
Piacere Luigi come stai,piacere io come stai
Tutto bene tu,a le io
